document,element,frequency_in_document
1998,Lower respiratory infections,0.0005012294540248684
1998,Malaria,0.00015060468392647628
1998,Maternal disorders,4.8339843076254736e-05
1998,Meningitis,6.572724204244624e-05
1998,Neonatal disorders,0.0004667729627908382
1998,Neoplasms,0.0011200333820950122
1998,Nutritional deficiencies,0.00010367909171366422
1998,Parkinson's disease,3.0927881860899e-05
1998,Poisonings,1.4483205410249026e-05
1998,Protein-energy malnutrition,9.182321151333634e-05
1998,Road injuries ,0.0001968032669820531
1998,Self-harm,0.0001386584079656188
1998,Tuberculosis,0.0002881146814260694
1999,Acute hepatitis,2.4243272513932913e-05
1999,Alcohol use disorders,2.648411425462844e-05
1999,Alzheimer's disease and other dementias,0.00012559201461097413
1999,Cardiovascular diseases,0.0022625696110523796
1999,Chronic kidney disease,0.00012951006595830842
1999,Chronic respiratory diseases,0.0005638979547121432
1999,Cirrhosis and other chronic liver diseases,0.00019104655827259436
1999,Conflict and terrorism,2.339287727831831e-05
1999,Diabetes mellitus,0.00014503402521291273
1999,Diarrheal diseases,0.0004117510832527693
1999,Digestive diseases,0.0003387401092485461
1999,Drowning,6.549362523440297e-05
1999,Drug use disorders,1.440180692217121e-05
1999,Environmental heat and cold exposure,1.0450610443489518e-05
1999,Exposure to forces of nature,1.1475635997994146e-05
1999,"Fire, heat, and hot substances",2.0764517832814887e-05
1999,HIV/AIDS,0.00023742088445753067
1999,Interpersonal violence,7.266237297104706e-05
1999,Lower respiratory infections,0.0004865637672326227
1999,Malaria,0.0001473866699339741
1999,Maternal disorders,4.7629388845060955e-05
1999,Meningitis,6.433387543954598e-05
1999,Neonatal disorders,0.00045615632479382854
1999,Neoplasms,0.001130817558114882
1999,Nutritional deficiencies,9.785514631233481e-05
1999,Parkinson's disease,3.1584836656806235e-05
1999,Poisonings,1.4401312218718264e-05
1999,Protein-energy malnutrition,8.697397896363108e-05
1999,Road injuries ,0.0001971068404723369
1999,Self-harm,0.00013865713280328457
1999,Tuberculosis,0.00028348651568782854
2000,Acute hepatitis,2.345961502564369e-05
2000,Alcohol use disorders,2.7035756002256827e-05
2000,Alzheimer's disease and other dementias,0.0001280403338333429
2000,Cardiovascular diseases,0.0022718469981604797
2000,Chronic kidney disease,0.00013263690393068374
2000,Chronic respiratory diseases,0.0005615706793883106
2000,Cirrhosis and other chronic liver diseases,0.00019168701620423198
2000,Conflict and terrorism,1.9534649738020906e-05
2000,Diabetes mellitus,0.00014746739007179434
2000,Diarrheal diseases,0.00039726091867513545
2000,Digestive diseases,0.0003384964744677664
2000,Drowning,6.309553019306422e-05
2000,Drug use disorders,1.4599184533110257e-05
2000,Environmental heat and cold exposure,1.0653546969473367e-05
2000,Exposure to forces of nature,1.4516169881400074e-06
2000,"Fire, heat, and hot substances",2.0616770139137162e-05
2000,HIV/AIDS,0.0002538277151288022
2000,Interpersonal violence,7.331219221118439e-05
2000,Lower respiratory infections,0.0004713438449566095
2000,Malaria,0.00014357546787102874
2000,Maternal disorders,4.672048320866359e-05
2000,Meningitis,6.282972053376475e-05
2000,Neonatal disorders,0.0004458847162415386
2000,Neoplasms,0.0011397304533433726
2000,Nutritional deficiencies,9.252943298678401e-05
2000,Parkinson's disease,3.231792945842765e-05
2000,Poisonings,1.4454153053357762e-05
2000,Protein-energy malnutrition,8.234304690046402e-05
2000,Road injuries ,0.00019733966289038783
2000,Self-harm,0.00013660777143748745
2000,Tuberculosis,0.0002790640064748707
2001,Acute hepatitis,2.2521518463741804e-05
2001,Alcohol use disorders,2.7446126983631517e-05
2001,Alzheimer's disease and other dementias,0.00013089745722724472
2001,Cardiovascular diseases,0.002279675754017113
2001,Chronic kidney disease,0.0001354395906042896
2001,Chronic respiratory diseases,0.0005569723557987821
2001,Cirrhosis and other chronic liver diseases,0.00019288478579812123
2001,Conflict and terrorism,1.0778245947672727e-05
2001,Diabetes mellitus,0.00015023253992110097
2001,Diarrheal diseases,0.00038222846244809693
2001,Digestive diseases,0.0003387301108454136
2001,Drowning,6.0411305996977575e-05
2001,Drug use disorders,1.4033462961733751e-05
2001,Environmental heat and cold exposure,1.0725856495333476e-05
2001,Exposure to forces of nature,4.74028121365314e-06
2001,"Fire, heat, and hot substances",2.0317304573296456e-05
2001,HIV/AIDS,0.0002671000696711256
2001,Interpersonal violence,7.251053752203881e-05
2001,Lower respiratory infections,0.00045486531318957946
2001,Malaria,0.00014667584250032694
2001,Maternal disorders,4.5391603559765324e-05
2001,Meningitis,6.105331784389571e-05
2001,Neonatal disorders,0.00043553874779932443
2001,Neoplasms,0.0011432903579880974
2001,Nutritional deficiencies,8.719227978051042e-05
2001,Parkinson's disease,3.313616790073552e-05
2001,Poisonings,1.4349888825709174e-05
2001,Protein-energy malnutrition,7.7631847543963e-05
2001,Road injuries ,0.00019673685687963003
2001,Self-harm,0.0001318968744177288
2001,Tuberculosis,0.0002703617148388479
2002,Acute hepatitis,2.1413179429713237e-05
2002,Alcohol use disorders,2.782026499047017e-05
2002,Alzheimer's disease and other dementias,0.00013419953000060275
2002,Cardiovascular diseases,0.002301208813356613
2002,Chronic kidney disease,0.00013870841966583325
2002,Chronic respiratory diseases,0.0005538615713187423
2002,Cirrhosis and other chronic liver diseases,0.00019480342490549185
2002,Conflict and terrorism,1.0538938489006121e-05
2002,Diabetes mellitus,0.00015401125541111748
2002,Diarrheal diseases,0.0003669825826806638
2002,Digestive diseases,0.000340217893605345
2002,Drowning,5.743891269988373e-05
2002,Drug use disorders,1.3448595731973208e-05
2002,Environmental heat and cold exposure,1.1098304860158988e-05
2002,Exposure to forces of nature,1.41357039268929e-06
2002,"Fire, heat, and hot substances",1.9920107603847327e-05
2002,HIV/AIDS,0.0002770813781944702
2002,Interpersonal violence,7.336522375644726e-05
2002,Lower respiratory infections,0.0004425271930304198
2002,Malaria,0.0001474497688633728
2002,Maternal disorders,4.383734415038106e-05
2002,Meningitis,5.9078292552473884e-05
2002,Neonatal disorders,0.00042707344737904585
2002,Neoplasms,0.0011511034725612216
2002,Nutritional deficiencies,8.216004996592398e-05
2002,Parkinson's disease,3.4106273518265506e-05
2002,Poisonings,1.4268999742997415e-05
2002,Protein-energy malnutrition,7.332586975359736e-05
2002,Road injuries ,0.0001963112544824265
2002,Self-harm,0.00012872551515257741
2002,Tuberculosis,0.0002617501377455161
2003,Acute hepatitis,2.0397151575252046e-05
2003,Alcohol use disorders,2.8033820803525433e-05
2003,Alzheimer's disease and other dementias,0.00013743700963569946
2003,Cardiovascular diseases,0.0023053277310080555
2003,Chronic kidney disease,0.00014138439551308714
2003,Chronic respiratory diseases,0.0005471778263162293
2003,Cirrhosis and other chronic liver diseases,0.00019616669594080044
2003,Conflict and terrorism,1.1133355126171317e-05
2003,Diabetes mellitus,0.00015675395434077671
2003,Diarrheal diseases,0.0003514959932879954
2003,Digestive diseases,0.0003406465979541869
2003,Drowning,5.449536313200896e-05
2003,Drug use disorders,1.2889455254878537e-05
2003,Environmental heat and cold exposure,1.1275335022352714e-05
2003,Exposure to forces of nature,5.5591554493806834e-06
2003,"Fire, heat, and hot substances",1.970323658596813e-05
2003,HIV/AIDS,0.0002834026858165206
2003,Interpersonal violence,7.000282737762308e-05
2003,Lower respiratory infections,0.0004304136223809288
2003,Malaria,0.00015038805219653748
2003,Maternal disorders,4.222178093672523e-05
2003,Meningitis,5.785304663706705e-05
2003,Neonatal disorders,0.0004186122095313344
2003,Neoplasms,0.001157825524257311
2003,Nutritional deficiencies,6.538973443734515e-05
2003,Parkinson's disease,3.482989382526789e-05
2003,Poisonings,1.420331778201412e-05
2003,Protein-energy malnutrition,5.731568563926792e-05
2003,Road injuries ,0.00019560880584101482
2003,Self-harm,0.00012764603838446176
2003,Tuberculosis,0.0002526587101293736
2004,Acute hepatitis,1.9803411786720126e-05
2004,Alcohol use disorders,2.7934769773251913e-05
2004,Alzheimer's disease and other dementias,0.00014070973106588378
2004,Cardiovascular diseases,0.0022822506166779847
2004,Chronic kidney disease,0.00014284139183615488
2004,Chronic respiratory diseases,0.0005359487038650425
2004,Cirrhosis and other chronic liver diseases,0.0001960289049913113
2004,Conflict and terrorism,1.091166395307138e-05
2004,Diabetes mellitus,0.00015757822067249424
2004,Diarrheal diseases,0.00033531071895369396
2004,Digestive diseases,0.0003386276159236845
2004,Drowning,5.2377132280028324e-05
2004,Drug use disorders,1.2666921688905575e-05
2004,Environmental heat and cold exposure,1.039194298693689e-05
2004,Exposure to forces of nature,3.7521129785581894e-05
2004,"Fire, heat, and hot substances",1.9137587011166055e-05
2004,HIV/AIDS,0.00028523580506891594
2004,Interpersonal violence,6.823156239583676e-05
2004,Lower respiratory infections,0.00041742725068688136
2004,Malaria,0.0001487014856243473
2004,Maternal disorders,4.105749201167091e-05
2004,Meningitis,5.6253371588199336e-05
2004,Neonatal disorders,0.0004098047796975652
2004,Neoplasms,0.0011614794726742502
2004,Nutritional deficiencies,6.0972338907270376e-05
2004,Parkinson's disease,3.524057932816924e-05
2004,Poisonings,1.4154580392444796e-05
2004,Protein-energy malnutrition,5.347755398021183e-05
2004,Road injuries ,0.00019478655829829118
2004,Self-harm,0.00012680231993577275
2004,Tuberculosis,0.0002412135200771163
2005,Acute hepatitis,1.959627360506663e-05
2005,Alcohol use disorders,2.777538709279489e-05
2005,Alzheimer's disease and other dementias,0.00014454791180877478
2005,Cardiovascular diseases,0.0022922257895304694
2005,Chronic kidney disease,0.00014620461526776142
2005,Chronic respiratory diseases,0.0005318287138048011
2005,Cirrhosis and other chronic liver diseases,0.00019779828644146826
2005,Conflict and terrorism,9.096277240627315e-06
2005,Diabetes mellitus,0.00016064505283590604
2005,Diarrheal diseases,0.0003249757282128369
2005,Digestive diseases,0.0003402912928618727
2005,Drowning,5.085749440137985e-05
2005,Drug use disorders,1.2991624559815071e-05
2005,Environmental heat and cold exposure,1.0452915291790496e-05
2005,Exposure to forces of nature,1.356148897161635e-05
2005,"Fire, heat, and hot substances",1.898009242374395e-05
2005,HIV/AIDS,0.000280051977571463
2005,Interpersonal violence,6.663897823688835e-05
2005,Lower respiratory infections,0.0004093329344101056
2005,Malaria,0.00014377153269194573
2005,Maternal disorders,4.0417419402129944e-05
2005,Meningitis,5.5306350045442185e-05
2005,Neonatal disorders,0.00040057982927368805
2005,Neoplasms,0.001169932248870525
2005,Nutritional deficiencies,5.7588712044531476e-05
2005,Parkinson's disease,3.615123220552e-05
2005,Poisonings,1.4072960624483055e-05
2005,Protein-energy malnutrition,5.04209244549999e-05
2005,Road injuries ,0.0001940172788701419
2005,Self-harm,0.0001262832071122921
2005,Tuberculosis,0.00023425569847983105
2006,Acute hepatitis,1.8832439671035455e-05
2006,Alcohol use disorders,2.68357396298415e-05
2006,Alzheimer's disease and other dementias,0.00014830608519024425
2006,Cardiovascular diseases,0.002263398601466406
2006,Chronic kidney disease,0.0001482207830873066
2006,Chronic respiratory diseases,0.0005225988798209672
2006,Cirrhosis and other chronic liver diseases,0.00019631274992899984
2006,Conflict and terrorism,1.125610315843774e-05
2006,Diabetes mellitus,0.00016170515834708406
2006,Diarrheal diseases,0.000318462039837917
2006,Digestive diseases,0.00033748320097562874
2006,Drowning,4.829382332245017e-05
2006,Drug use disorders,1.2896621123960972e-05
2006,Environmental heat and cold exposure,9.757654713028383e-06
2006,Exposure to forces of nature,3.0071633386059004e-06
2006,"Fire, heat, and hot substances",1.830824692519553e-05
2006,HIV/AIDS,0.0002669077134799948
2006,Interpersonal violence,6.452084991314011e-05
2006,Lower respiratory infections,0.00039947442834944053
2006,Malaria,0.00014218214908518688
2006,Maternal disorders,3.914249293755921e-05
2006,Meningitis,5.4196728845736315e-05
2006,Neonatal disorders,0.00039058715704072295
2006,Neoplasms,0.0011659562478300344
2006,Nutritional deficiencies,5.4725601883949814e-05
2006,Parkinson's disease,3.664955785135273e-05
2006,Poisonings,1.3566657819248299e-05
2006,Protein-energy malnutrition,4.774049198215543e-05
2006,Road injuries ,0.00019136235939232202
2006,Self-harm,0.00012291625394948943
2006,Tuberculosis,0.0002263704934151115
2007,Acute hepatitis,1.7970915518517675e-05
2007,Alcohol use disorders,2.5948014519012104e-05
2007,Alzheimer's disease and other dementias,0.00015241054834464303
2007,Cardiovascular diseases,0.002254322003914672
2007,Chronic kidney disease,0.00015065896863738975
2007,Chronic respiratory diseases,0.0005170646594217367
2007,Cirrhosis and other chronic liver diseases,0.00019564337092149917
2007,Conflict and terrorism,1.0630266559787001e-05
2007,Diabetes mellitus,0.00016295641220442106
2007,Diarrheal diseases,0.0003096292172836133
2007,Digestive diseases,0.000335730379457942
2007,Drowning,4.6509317496639004e-05
2007,Drug use disorders,1.2818771904895915e-05
2007,Environmental heat and cold exposure,8.916116318438748e-06
2007,Exposure to forces of nature,2.4157663253450807e-06
2007,"Fire, heat, and hot substances",1.7834916821683435e-05
2007,HIV/AIDS,0.00024892921120348737
2007,Interpersonal violence,6.263470683969552e-05
2007,Lower respiratory infections,0.0003902836023324677
2007,Malaria,0.00014020287584723255
2007,Maternal disorders,3.766075316248305e-05
2007,Meningitis,5.2602118763364264e-05
2007,Neonatal disorders,0.0003801378311301527
2007,Neoplasms,0.001170707948717176
2007,Nutritional deficiencies,5.1805810604269034e-05
2007,Parkinson's disease,3.7351177181531425e-05
2007,Poisonings,1.3193513928080618e-05
2007,Protein-energy malnutrition,4.504777886980523e-05
2007,Road injuries ,0.00018987893492936712
2007,Self-harm,0.00011967303748038638
2007,Tuberculosis,0.0002192258730195885
2008,Acute hepatitis,1.727374695249341e-05
2008,Alcohol use disorders,2.5277766713209793e-05
2008,Alzheimer's disease and other dementias,0.00015691310708560685
2008,Cardiovascular diseases,0.002268650582185074
2008,Chronic kidney disease,0.00015403289725121142
2008,Chronic respiratory diseases,0.0005170347836578548
2008,Cirrhosis and other chronic liver diseases,0.0001959862452148854
2008,Conflict and terrorism,9.529261288545201e-06
2008,Diabetes mellitus,0.0001653074590576942
2008,Diarrheal diseases,0.00030118460585388797
2008,Digestive diseases,0.00033584330761532194
2008,Drowning,4.49058797285536e-05
2008,Drug use disorders,1.2826021875301808e-05
2008,Environmental heat and cold exposure,8.50821114166839e-06
2008,Exposure to forces of nature,3.4724984589780035e-05
2008,"Fire, heat, and hot substances",1.7420452945899255e-05
2008,HIV/AIDS,0.00022970667671728807
2008,Interpersonal violence,6.227639961043219e-05
2008,Lower respiratory infections,0.00038342760278975093
2008,Malaria,0.00013741314087173202
2008,Maternal disorders,3.65143263647742e-05
2008,Meningitis,5.058882213576669e-05
2008,Neonatal disorders,0.000370561074741571
2008,Neoplasms,0.0011823638445838975
2008,Nutritional deficiencies,4.943564821772016e-05
2008,Parkinson's disease,3.835301202309261e-05
2008,Poisonings,1.3063167105606433e-05
2008,Protein-energy malnutrition,4.2817234159783665e-05
2008,Road injuries ,0.00018917605284026777
2008,Self-harm,0.00011747821200873322
2008,Tuberculosis,0.00021321212123579558
2009,Acute hepatitis,1.638975953582485e-05
2009,Alcohol use disorders,2.4260388536928994e-05
2009,Alzheimer's disease and other dementias,0.00016142042717116705
2009,Cardiovascular diseases,0.0022629233305229363
2009,Chronic kidney disease,0.00015627591994117355
2009,Chronic respiratory diseases,0.0005089836382732779
2009,Cirrhosis and other chronic liver diseases,0.00019357676202283027
2009,Conflict and terrorism,1.04153100245325e-05
2009,Diabetes mellitus,0.00016621994962750006
2009,Diarrheal diseases,0.00028769314793365426
2009,Digestive diseases,0.0003317158822859007
2009,Drowning,4.319526560158962e-05
2009,Drug use disorders,1.2662294360103671e-05
